Index,Gender,Place,Location,Date,Type,Label,Descripcion,Descripcion2
Usuario732,Female,Islas Marietas,Chile,octubre de 2014,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1408,Female,Islas Marietas,Occidente,marzo de 2015,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1250,Male,Islas Marietas,Occidente,marzo de 2016,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1206,Female,Islas Marietas,Noroeste,enero de 2015,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1357,Female,Islas Marietas,Occidente,marzo de 2013,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1303,Male,Islas Marietas,Occidente,febrero de 2015,Business,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1475,Female,Islas Marietas,Sureste,mayo de 2018,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario754,Male,Islas Marietas,Espania,enero de 2015,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1044,Female,Islas Marietas,Estados Unidos,junio de 2016,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1426,Male,Islas Marietas,Reino Unido,febrero de 2017,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario474,Male,Islas Marietas,Centro,marzo de 2016,Friends,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario289,Male,Islas Marietas,Argentina,noviembre de 2016,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario509,Male,Islas Marietas,Centro,julio de 2014,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario701,Female,Islas Marietas,Centro,julio de 2016,Friends,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario585,Female,Islas Marietas,Centro,septiembre de 2015,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario778,Male,Islas Marietas,Estados Unidos,enero de 2015,Business,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario719,Female,Islas Marietas,Centro,abril de 2016,Friends,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1177,Male,Islas Marietas,Noroeste,julio de 2015,Friends,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1255,Male,Islas Marietas,Occidente,diciembre de 2013,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1080,Male,Islas Marietas,Noreste,julio de 2014,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1015,Female,Islas Marietas,Estados Unidos,marzo de 2017,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario702,Female,Islas Marietas,Centro,diciembre de 2014,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario441,Female,Islas Marietas,Canada,abril de 2017,Alone,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1403,Female,Islas Marietas,Occidente,agosto de 2014,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario493,Male,Islas Marietas,Centro,julio de 2016,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1456,Male,Islas Marietas,Sureste,junio de 2014,Friends,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario648,Female,Islas Marietas,Centro,junio de 2015,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1349,Female,Islas Marietas,Occidente,marzo de 2016,Friends,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario596,Female,Islas Marietas,Centro,junio de 2015,Friends,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario883,Female,Islas Marietas,Estados Unidos,febrero de 2015,Friends,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1488,Female,Islas Marietas,Turquia,diciembre de 2013,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario564,Male,Islas Marietas,Centro,enero de 2016,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario475,Male,Islas Marietas,Centro,julio de 2015,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario330,Female,Islas Marietas,Brasil,febrero de 2017,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1361,Female,Islas Marietas,Occidente,mayo de 2016,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario740,Male,Islas Marietas,Colombia,enero de 2016,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1328,Female,Islas Marietas,Occidente,julio de 2015,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1136,Female,Islas Marietas,Noreste,julio de 2015,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario479,Male,Islas Marietas,Centro,julio de 2015,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1421,Female,Islas Marietas,Peru,febrero de 2018,Friends,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1054,Female,Islas Marietas,Estados Unidos,junio de 2016,Alone,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1135,Female,Islas Marietas,Noreste,agosto de 2015,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1422,Female,Islas Marietas,Peru,abril de 2015,Friends,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario524,Male,Islas Marietas,Centro,mayo de 2015,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario620,Female,Islas Marietas,Centro,enero de 2019,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1187,Female,Islas Marietas,Noroeste,agosto de 2016,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario714,Female,Islas Marietas,Centro,octubre de 2015,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario344,Male,Islas Marietas,Canada,abril de 2016,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1254,Male,Islas Marietas,Occidente,marzo de 2015,Friends,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1133,Female,Islas Marietas,Noreste,junio de 2016,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1306,Male,Islas Marietas,Occidente,junio de 2014,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario461,Female,Islas Marietas,Canada,febrero de 2017,Friends,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1325,Female,Islas Marietas,Occidente,noviembre de 2013,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1064,Female,Islas Marietas,Estados Unidos,mayo de 2015,Friends,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario951,Female,Islas Marietas,Estados Unidos,junio de 2015,Friends,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1384,Female,Islas Marietas,Occidente,junio de 2014,Friends,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario539,Male,Islas Marietas,Centro,junio de 2015,Friends,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario904,Female,Islas Marietas,Estados Unidos,enero de 2014,Alone,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario571,Male,Islas Marietas,Centro,mayo de 2016,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario710,Female,Islas Marietas,Centro,mayo de 2016,Couple,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1477,Female,Islas Marietas,Sureste,julio de 2018,Friends,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario655,Female,Islas Marietas,Centro,septiembre de 2013,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1412,Female,Islas Marietas,Occidente,septiembre de 2014,Friends,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario284,Male,Islas Marietas,Argentina,diciembre de 2014,Business,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario638,Female,Islas Marietas,Centro,septiembre de 2015,Family,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario933,Female,Islas Marietas,Estados Unidos,octubre de 2015,Friends,5,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario410,Female,Islas Marietas,Canada,diciembre de 2015,Friends,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario992,Female,Islas Marietas,Estados Unidos,agosto de 2014,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1036,Female,Islas Marietas,Estados Unidos,abril de 2014,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario915,Female,Islas Marietas,Estados Unidos,desconocido,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1210,Male,Islas Marietas,Nueva Zelanda,octubre de 2016,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1046,Female,Islas Marietas,Estados Unidos,agosto de 2016,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario964,Female,Islas Marietas,Estados Unidos,diciembre de 2014,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1128,Female,Islas Marietas,Noreste,julio de 2015,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario724,Male,Islas Marietas,Chile,marzo de 2014,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario706,Female,Islas Marietas,Centro,noviembre de 2015,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario866,Male,Islas Marietas,Estados Unidos,marzo de 2016,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario611,Female,Islas Marietas,Centro,junio de 2013,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario588,Female,Islas Marietas,Centro,enero de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario893,Female,Islas Marietas,Estados Unidos,mayo de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario442,Female,Islas Marietas,Canada,diciembre de 2015,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1223,Male,Islas Marietas,Occidente,septiembre de 2016,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1199,Female,Islas Marietas,Noroeste,mayo de 2015,Friends,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1082,Male,Islas Marietas,Noreste,abril de 2015,Alone,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario658,Female,Islas Marietas,Centro,marzo de 2016,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario843,Male,Islas Marietas,Estados Unidos,junio de 2014,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario798,Male,Islas Marietas,Estados Unidos,diciembre de 2016,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario363,Male,Islas Marietas,Canada,marzo de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario812,Male,Islas Marietas,Estados Unidos,enero de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario872,Male,Islas Marietas,Estados Unidos,febrero de 2016,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario828,Male,Islas Marietas,Estados Unidos,abril de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario361,Male,Islas Marietas,Canada,marzo de 2015,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario790,Male,Islas Marietas,Estados Unidos,enero de 2017,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario943,Female,Islas Marietas,Estados Unidos,octubre de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1355,Female,Islas Marietas,Occidente,diciembre de 2014,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario421,Female,Islas Marietas,Canada,febrero de 2017,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1099,Male,Islas Marietas,Noreste,agosto de 2015,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1066,Female,Islas Marietas,Estados Unidos,junio de 2015,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1461,Male,Islas Marietas,Sureste,diciembre de 2014,Business,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario884,Female,Islas Marietas,Estados Unidos,marzo de 2016,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario692,Female,Islas Marietas,Centro,julio de 2014,Friends,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario332,Male,Islas Marietas,Canada,noviembre de 2016,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1442,Female,Islas Marietas,Reino Unido,agosto de 2014,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario961,Female,Islas Marietas,Estados Unidos,marzo de 2017,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario430,Female,Islas Marietas,Canada,abril de 2016,Friends,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario375,Male,Islas Marietas,Canada,marzo de 2013,Friends,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario642,Female,Islas Marietas,Centro,junio de 2015,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1171,Male,Islas Marietas,Noroeste,agosto de 2014,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario990,Female,Islas Marietas,Estados Unidos,diciembre de 2016,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario418,Female,Islas Marietas,Canada,diciembre de 2016,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario417,Female,Islas Marietas,Canada,noviembre de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1165,Male,Islas Marietas,Noroeste,abril de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario557,Male,Islas Marietas,Centro,junio de 2016,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario543,Male,Islas Marietas,Centro,mayo de 2016,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1200,Female,Islas Marietas,Noroeste,enero de 2017,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario830,Male,Islas Marietas,Estados Unidos,enero de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario959,Female,Islas Marietas,Estados Unidos,diciembre de 2014,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario911,Female,Islas Marietas,Estados Unidos,junio de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario444,Female,Islas Marietas,Canada,noviembre de 2013,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario378,Female,Islas Marietas,Canada,febrero de 2015,Friends,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario939,Female,Islas Marietas,Estados Unidos,abril de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario357,Male,Islas Marietas,Canada,diciembre de 2014,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario559,Male,Islas Marietas,Centro,octubre de 2014,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario777,Male,Islas Marietas,Estados Unidos,diciembre de 2013,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario924,Female,Islas Marietas,Estados Unidos,enero de 2017,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1213,Male,Islas Marietas,Occidente,julio de 2014,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario865,Male,Islas Marietas,Estados Unidos,enero de 2015,Alone,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1247,Male,Islas Marietas,Occidente,septiembre de 2014,Friends,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario670,Female,Islas Marietas,Centro,noviembre de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1344,Female,Islas Marietas,Occidente,abril de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1058,Female,Islas Marietas,Estados Unidos,febrero de 2014,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario594,Female,Islas Marietas,Centro,marzo de 2013,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario962,Female,Islas Marietas,Estados Unidos,diciembre de 2014,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1414,Female,Islas Marietas,Paises Bajos,julio de 2014,Friends,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1294,Male,Islas Marietas,Occidente,marzo de 2017,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1405,Female,Islas Marietas,Occidente,abril de 2015,Friends,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1009,Female,Islas Marietas,Estados Unidos,julio de 2015,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario927,Female,Islas Marietas,Estados Unidos,julio de 2015,Friends,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario931,Female,Islas Marietas,Estados Unidos,enero de 2017,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1237,Male,Islas Marietas,Occidente,mayo de 2017,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario784,Male,Islas Marietas,Estados Unidos,diciembre de 2014,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario888,Female,Islas Marietas,Estados Unidos,febrero de 2015,Business,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario791,Male,Islas Marietas,Estados Unidos,junio de 2016,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario456,Female,Islas Marietas,Canada,marzo de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario811,Male,Islas Marietas,Estados Unidos,septiembre de 2014,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario563,Male,Islas Marietas,Centro,mayo de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario689,Female,Islas Marietas,Centro,abril de 2015,Friends,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1404,Female,Islas Marietas,Occidente,marzo de 2016,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario531,Male,Islas Marietas,Centro,enero de 2016,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario480,Male,Islas Marietas,Centro,julio de 2014,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario989,Female,Islas Marietas,Estados Unidos,mayo de 2016,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario682,Female,Islas Marietas,Centro,diciembre de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1227,Male,Islas Marietas,Occidente,julio de 2015,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario440,Female,Islas Marietas,Canada,marzo de 2016,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1443,Female,Islas Marietas,Reino Unido,marzo de 2016,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario785,Male,Islas Marietas,Estados Unidos,mayo de 2015,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1434,Male,Islas Marietas,Reino Unido,julio de 2015,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario306,Female,Islas Marietas,Argentina,agosto de 2016,Friends,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario360,Male,Islas Marietas,Canada,febrero de 2016,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario369,Male,Islas Marietas,Canada,marzo de 2016,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario741,Male,Islas Marietas,Colombia,junio de 2014,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1435,Female,Islas Marietas,Reino Unido,marzo de 2015,Friends,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario413,Female,Islas Marietas,Canada,febrero de 2016,Friends,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario862,Male,Islas Marietas,Estados Unidos,septiembre de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario972,Female,Islas Marietas,Estados Unidos,febrero de 2016,Friends,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1241,Male,Islas Marietas,Occidente,noviembre de 2014,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario346,Male,Islas Marietas,Canada,enero de 2015,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario886,Female,Islas Marietas,Estados Unidos,enero de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario958,Female,Islas Marietas,Estados Unidos,octubre de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1489,Male,Islas Marietas,Uruguay,abril de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario432,Female,Islas Marietas,Canada,marzo de 2013,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario897,Female,Islas Marietas,Estados Unidos,octubre de 2014,Friends,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1197,Female,Islas Marietas,Noroeste,noviembre de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario381,Female,Islas Marietas,Canada,noviembre de 2015,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario982,Female,Islas Marietas,Estados Unidos,abril de 2017,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario712,Female,Islas Marietas,Centro,octubre de 2020,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1154,Female,Islas Marietas,Noreste,junio de 2017,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario426,Female,Islas Marietas,Canada,febrero de 2016,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario427,Female,Islas Marietas,Canada,noviembre de 2015,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1132,Female,Islas Marietas,Noreste,abril de 2014,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1039,Female,Islas Marietas,Estados Unidos,diciembre de 2016,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario373,Male,Islas Marietas,Canada,marzo de 2015,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario419,Female,Islas Marietas,Canada,noviembre de 2015,Friends,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario814,Male,Islas Marietas,Estados Unidos,febrero de 2016,Couple,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
Usuario1386,Female,Islas Marietas,Occidente,mayo de 2016,Family,4,Turismo de sol y playa|Aventura|ecoturismo,El Parque Nacional Islas Marietas
